MetroShort,post_net,post_bus,post_pop,post_temp,post_perm,pre_net,pre_bus,pre_pop,pre_temp,pre_perm,2010 Population,2019 Population,area,land_area,estab_count,density,density2019,AREA,Msa,MsaName,end,teleworkable_manual_emp,teleworkable_manual_wage,wfh_emp,wfh_wage,MetroState,price_level
"Bakersfield, CA",-1.4476722248176233,-2.961656719117381,-1.8697780033780143,-1.8697780033780143,-1.3671524059366802,-1.7325798684730658,-2.744619280159161,-2.309301667445287,-2.309301667445287,-1.700349480720164,843086,890464,6608.706251351351,6577.331714671815,22116,128.1805504988229,135.38377546227056,12540,"Bakersfield, CA",Bakersfield,CA,0.24432419,0.31218782,0.29072604,0.35714224,CA,230508
"Baltimore, MD",-0.8303926947289776,-2.4704467211414824,-0.9605988854574146,-0.9605988854574146,-0.9477498206557645,-1.1390153274988541,-2.7500103695715294,-1.3697523211467948,-1.3697523211467948,-1.1022186868815949,2769977,2856239,3036.3087976833976,2854.2763447876446,120545,970.4655980695112,1000.6876191984492,12580,"Baltimore-Columbia-Towson, MD",Baltimore-Columbia-Towson,MD,0.35200542,0.46967423,0.4155007,0.52644682,MD,302208.4166666667
"Bangor, ME",-0.6958321208005949,-1.506961506961507,-0.9301904484754421,-0.9301904484754421,-1.0230542891324734,-4.379344908979209,0.29484029484029484,-5.402399198111682,-5.402399198111682,-3.0736896562873866,156762,154635,4740.369784555985,4518.916962548263,6105,34.69017052077017,34.219482517952656,70750,"Bangor, ME",Bangor,ME,0.26170117,0.29610863,0.31269535,0.34144187,ME,157774
"Barnstable Town, MA",7.516861786585563,0.26927967686438775,9.639386911457683,9.639386911457683,1.6151207521490967,-7.629350850148827,-6.687111975465629,-11.680207016910392,-11.680207016910392,-1.4364344207276145,217878,216021,492.18945405405407,399.1644420849421,13369,545.8351922880837,541.1829742941652,70900,"Barnstable Town, MA",Barnstable Town,MA,0.24421783,0.29427299,0.31125712,0.35548064,MA,458343.0833333333
"Baton Rouge, LA",-0.8984365893379901,-1.3843924397989702,-0.9727160804940569,-0.9727160804940569,-0.8791201471602055,-0.95383259305474,-0.6567385070761261,-1.2173577105353428,-1.2173577105353428,-0.9440633579303432,865501,900787,4430.112434749035,4307.941427413128,32433,200.90825620155286,209.09917536666993,12940,"Baton Rouge, LA",Baton Rouge,LA,0.25683343,0.32415456,0.30453247,0.35679933,LA,193043.25
"Battle Creek, MI",-2.9082304858702375,-3.848607271954072,-3.262509746981797,-3.262509746981797,-2.35755962464037,-5.800328036352881,-3.891133319157984,-7.4350246027264655,-7.4350246027264655,-3.959022344115512,187632,185955,1311.3389455598456,1292.431537065637,4703,145.17751588297168,143.87996165908797,12980,"Battle Creek, MI",Battle Creek,MI,0.26593491,0.33650032,0.29806584,0.35238397,MI,117639.83333333333
"Bay City, MI",-1.0551423027166882,-2.772963604852686,-1.485515616337091,-1.485515616337091,-0.4805026797264831,-4.165126593975236,-3.431542461005199,-5.666639715394566,-5.666639715394566,-2.3360977638144522,177511,173152,950.533540926641,909.9490227799228,5770,195.07796102434216,190.28758278240161,13020,"Bay City, MI",Bay City,MI,0.20659722,0.24416237,0.26032704,0.29734078,MI,103320.83333333333
"Beaumont, TX",-1.67761640314109,-0.47562425683709864,-2.1685165676955225,-2.1685165676955225,-1.6716954040711802,-3.2133755368989263,-3.0043598890210066,-4.162980433565157,-4.162980433565157,-2.9686409086759906,400638,405337,2266.3438073359075,2157.631761776062,12615,185.68414087036496,187.8619916432568,13140,"Beaumont-Port Arthur, TX",Beaumont-Port Arthur,TX,0.25647792,0.30148351,0.30156973,0.33036759,TX,131609.25
"Beckley, WV",-0.633789567753163,-5.109489051094891,-0.9659705564178543,-0.9659705564178543,-0.7772447203800386,-1.3369549880062086,-2.573953131002689,-1.7991863035605098,-1.7991863035605098,-0.9959550350406848,88904,85044,775.1792833976834,768.192062934363,2603,115.73147431438154,110.70668925573949,13220,"Beckley, WV",Beckley,WV,0.18212405,0.23265944,0.2378965,0.29383785,WV,80882
"Bellingham, WA",-1.0626247584043598,-0.4780630734829208,-1.249128671461614,-1.249128671461614,-0.8443965653813251,-1.5901745825544182,-0.2930063998766289,-2.1684594911441333,-2.1684594911441333,-0.7952853204904787,230247,252488,2684.3789494208495,2598.5632795366796,12969,88.60550051375033,97.16446083430313,13380,"Bellingham, WA",Bellingham,WA,0.28736007,0.34359622,0.33680251,0.37612796,WA,428218.9166666667
"Bend, OR",2.8646667571603097,2.1882741535920727,3.2102619790959688,3.2102619790959688,2.384145513777657,1.3307995113343287,0.8505367464905038,1.2162345595221935,1.2162345595221935,2.3331070992262797,156757,184175,1434.938323166023,1410.091203088803,12110,111.16798662144973,130.61211898674702,13460,"Bend-Redmond, OR",Bend-Redmond,OR,0.2822699,0.33889672,0.33221695,0.3842653,OR,426688.1666666667
"Billings, MT",-2.2021970770114745,-1.6536603493125233,-3.331569755203977,-3.331569755203977,-2.149858629301566,-6.031437202396191,-4.366406540319584,-8.097497425744827,-8.097497425744827,-5.170697296036501,163974,175779,5276.942522007722,5245.556185714286,10764,31.259602260398193,33.51007858398608,13740,"Billings, MT",Billings,MT,0.27161101,0.31679907,0.33685398,0.37885228,MT,263008.3333333333
"Binghamton, NY",-2.365951564452242,-2.0769622833843018,-2.9934034384150023,-2.9934034384150023,-1.9284593971570605,-4.675317770460924,-1.7584097859327217,-6.110687037395706,-6.110687037395706,-3.1649823977760816,273395,263319,1669.2477953667953,1651.9662718146717,7848,165.49672028090367,159.3973221443233,13780,"Binghamton, NY",Binghamton,NY,0.30214229,0.36203703,0.34981284,0.39644367,NY,120018.5
"Birmingham, AL",-0.8037327424578149,-1.1193676637637258,-1.0417845576955855,-1.0417845576955855,-0.8194988921084029,-1.033066303050963,-1.0815032184778492,-1.3851883415715016,-1.3851883415715016,-0.9866200784046362,1152021,1173400,6054.923454054054,5959.892784169884,42256,193.29559133343668,196.8827364003387,13820,"Birmingham-Hoover, AL",Birmingham-Hoover,AL,0.29884958,0.38673604,0.34709781,0.44548419,AL,170052.25
"Bismarck, ND",-5.386080861772938,-5.5328179475519175,-6.900533904085424,-6.900533904085424,-4.70321675251468,-8.980721436915431,-10.110656358951038,-11.637776262044202,-11.637776262044202,-7.193201150912184,110483,127551,4612.329762934363,4553.266646718147,6597,24.26455742046926,28.01307498473317,13900,"Bismarck, ND",Bismarck,ND,0.31134871,0.37883413,0.37784684,0.42710263,ND,273528.8333333333
"Blacksburg, VA",-3.873105792380683,-1.1950577273647964,-4.1237785016286646,-4.1237785016286646,-3.6136524571590423,-5.916442430250672,-0.5468908243872798,-7.235292451494122,-7.235292451494122,-5.499504319501487,171947,176525,1425.2716243243244,1407.226432046332,4937,122.1885803764797,125.44178817285605,13980,"Blacksburg-Christiansburg-Radford, VA",Blacksburg-Christiansburg-Radford,VA,0.24917877,0.33297387,0.29663071,0.35563603,VA,194228.9
"Bloomington, IL",-1.8607765075049445,-4.9390434510784615,-2.331566762575956,-2.331566762575956,-1.4907676661334588,-3.5631238149751367,-2.516411378555799,-4.539098793382769,-4.539098793382769,-2.6570110031634733,192963,195671,1774.8556868725868,1769.559994980695,6398,109.04575179555025,110.57607572222194,14010,"Bloomington, IL",Bloomington,IL,0.31589025,0.40556529,0.39406082,0.45647529,IL,153927.16666666666
"Bloomington, IN",-14.237704234248191,-10.468906720160481,-20.36336118029817,-20.36336118029817,-13.626342195898033,-14.263127996726691,-11.045636910732197,-19.51702796216626,-19.51702796216626,-13.25412242336126,245172,251733,2047.9104602316602,2014.583835907336,7976,121.6985839110431,124.95533594243474,14020,"Bloomington, IN",Bloomington,IN,0.24744318,0.3343347,0.31074828,0.39239019,IN,204913.08333333334
"Bloomsburg, PA",-0.8607944732297065,-1.3726835964310227,-1.1409326424870465,-1.1409326424870465,-0.7288428324697754,-2.8849740932642485,-0.11439029970258523,-3.6851813471502592,-3.6851813471502592,-2.0849740932642487,148089,144750,1151.804040926641,1134.1125023166023,4371,130.57699275645496,127.63284039663213,14100,"Bloomsburg-Berwick, PA",Bloomsburg-Berwick,PA,0.26404676,0.30661353,0.30329797,0.33067557,PA,167995.33333333334
"Boise City, ID",0.6252796358795619,1.450139054429877,0.5585813001618436,0.5585813001618436,0.7234629002590602,-0.5933804318406531,-1.2202735683069414,-1.1029115273504604,-1.1029115273504604,-0.03383248913217594,629930,724156,13028.570476447876,12955.14931119691,35238,48.623908908217864,55.89715584166402,14260,"Boise City, ID",Boise City,ID,0.31831571,0.3940745,0.36559424,0.43833736,ID,301537.5833333333
"Boston, MA",-2.626383534545801,-4.108971750819213,-2.8872485665138203,-2.8872485665138203,-2.230793276073932,-2.372556372227569,-3.738411798418886,-2.7203695733335143,-2.7203695733335143,-1.8223546466461955,4592369,4872213,3749.0872656370657,3521.3595389961392,228573,1304.1465800760525,1383.6170223586312,71650,"Boston-Cambridge-Nashua, MA-NH",Boston-Cambridge-Nashua,MA-NH,0.38872615,0.50142014,0.44353771,0.55328661,MA,501707.0833333333
"Boulder, CO",-4.428546864677509,-5.2848857045377,-4.524701581009783,-4.524701581009783,-4.211802821744993,-1.7448121702458845,-1.8491982258614807,-1.981850514484294,-1.981850514484294,-1.5018235459144427,395142,441996,1167.7273644787645,1150.4243247104248,29310,343.47500440714504,384.20258552100375,14500,"Boulder, CO",Boulder,CO,0.43129793,0.57092148,0.48474351,0.61478943,CO,606840.4166666666
"Bowling Green, KY",0.185649308456326,-2.518492426910884,0.2830571799870046,0.2830571799870046,0.1978325443237724,-0.80583402951824,-4.121169425854173,-1.085178223336118,-1.085178223336118,-0.6909635199108883,156847,172368,1461.4520965250965,1439.978301158301,5678,108.92316910180811,119.70180374339618,14540,"Bowling Green, KY",Bowling Green,KY,0.23447031,0.28097332,0.28206563,0.32558066,KY,167439.5
"Bremerton, WA",-2.7677980605665864,-3.872038351617959,-4.248911277330664,-4.248911277330664,-2.3770011883273687,-3.506778316316809,-5.789619249562091,-5.184190742132961,-5.184190742132961,-2.4369372334491635,271486,288641,574.2508162162162,493.4719737451737,10847,550.1548506181101,584.9187296481657,14740,"Bremerton-Silverdale, WA",Bremerton-Silverdale,WA,0.28252414,0.34823465,0.31175879,0.34425002,WA,383644.25
"Brownsville, TX",1.2107561177827308,-0.35008976660682223,1.763758111831119,1.763758111831119,-0.22641491707905964,3.2120854833747097,1.140035906642729,4.6126402468956025,4.6126402468956025,-0.2820791653650941,410201,425767,1241.0831876447876,992.7732362934363,11140,413.18700485067865,428.8663155239965,15180,"Brownsville-Harlingen, TX",Brownsville-Harlingen,TX,0.25531706,0.26489711,0.30608734,0.31644228,TX,104075.33333333333
"Brunswick, GA",0.49659883388590376,-1.5651518008674334,0.33497199039670744,0.33497199039670744,-0.5073167943294844,-1.9878243969360925,0.2074297567414671,-2.96423059334629,-2.96423059334629,-3.641248428032468,135770,139952,1907.1790258687258,1778.7220965250965,5303,76.33008004186807,78.68120617234676,15260,"Brunswick, GA",Brunswick,GA,0.24964367,0.32147658,0.29583165,0.37680805,GA,183954.16666666666
"Buffalo, NY",-1.296162188291233,-1.872147125625703,-1.4740003845538725,-1.4740003845538725,-1.094271405185008,-2.420892416561693,-1.3892257822664227,-3.077014999398011,-3.077014999398011,-1.3184447491325075,1117380,1112978,1541.1120007722009,1522.9819756756756,45349,733.6790703017158,730.7886880973913,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Buffalo-Cheektowaga-Niagara Falls,NY,0.3167901,0.38766649,0.37684783,0.43951178,NY,171456.75
"Burlington, NC",2.4357524142508575,0.9561304836895388,2.991193710327291,2.991193710327291,2.333853733324608,1.8804513457169836,-0.43588301462317214,2.2469126569379916,2.2469126569379916,1.8467967355028092,199001,213938,860.7195888030888,841.5433308880309,7112,236.47148363710042,254.2210153032095,15500,"Burlington, NC",Burlington,NC,0.19653264,0.2714473,0.24157783,0.32238665,NC,164490.5
"Burlington, VT",-4.5390203932180375,-8.369565217391305,-5.671475840265776,-5.671475840265776,-5.253028618378456,-7.651363938789088,-4.936594202898551,-9.509750074794482,-9.509750074794482,-6.017495210920441,216015,223947,1352.9890355212356,1335.4994432432431,11040,161.74847626698394,167.687827301633,72400,"Burlington-South Burlington, VT",Burlington-South Burlington,VT,0.3598876,0.44955829,0.39019921,0.46076444,VT,321552
"Canton, OH",-1.1406275083873672,10.31340091137357,-2.060095179270619,-2.060095179270619,-0.8679870591020279,-3.1712818726752774,-2.027341207104994,-4.242361577831773,-4.242361577831773,-2.0970458509402286,372957,367517,1318.7162907335908,1307.2977857142857,10753,285.28848138163295,281.12722595884674,15940,"Canton-Massillon, OH",Canton-Massillon,OH,0.24656302,0.28945863,0.30344361,0.33738163,OH,132268.33333333334
"Cape Girardeau, MO",-2.5153955814138604,-0.9215723152153471,-3.6045560789932622,-3.6045560789932622,-2.5653271968101654,-4.766660153847267,-0.6958811359789355,-6.978703080563575,-6.978703080563575,-4.5756174514614045,138784,138189,2448.0041285714287,2408.449701158301,5317,57.62379008091981,57.376743194404455,16020,"Cape Girardeau, MO-IL",Cape Girardeau,MO-IL,0.23614335,0.28795466,0.29438105,0.34754267,MO,155600.4
"Carbondale, IL",-7.233729068087157,-3.4637876743139904,-9.110305159663389,-9.110305159663389,-6.971637435185447,-11.490947213328422,-4.678362573099415,-15.57433485393704,-15.57433485393704,-10.84492675601394,73179,70586,834.4669876447877,810.6023281853281,2223,90.27731287649235,87.07845702592395,16060,"Carbondale-Marion, IL",Carbondale-Marion,IL,0.2718322,0.28920606,0.33472568,0.34047267,IL,101717.66666666667
"Carson City, NV",-1.4812296634451945,-2.312449583221296,-1.9505285480711634,-1.9505285480711634,-1.2966830168520227,0.09712981399640619,-5.915568701263781,0.035776148155342996,0.035776148155342996,0.5520211095462418,61818,61773,134.78498764478763,133.7298640926641,3719,462.26024694951514,461.92374769181146,16180,"Carson City, NV",Carson City,NV,0.32205141,0.42105901,0.37266412,0.46918952,NV,328747.6666666667
"Casper, WY",0.14032841773554247,0.8158270446665308,0.2031069204067062,0.2031069204067062,0.1415593687683104,-1.3183485560944386,-3.9771568427493373,-1.9823235431694526,-1.9823235431694526,-0.6068588591545828,76361,81238,6232.025371042471,6199.776769498069,4903,12.316733785591145,13.103375011771107,16220,"Casper, WY",Casper,WY,0.2088577,0.29577693,0.27477163,0.35980937,WY,221951.33333333334
"Cedar Rapids, IA",-3.7556783260483657,-4.013561807019152,-4.8288519051363314,-4.8288519051363314,-3.0634633411047285,-5.285006472347453,-5.3422523595711535,-7.174210871483558,-7.174210871483558,-3.9208347783092234,279353,291239,2738.8703277992277,2723.727970656371,10913,102.56273864701724,106.92661056376217,16300,"Cedar Rapids, IA",Cedar Rapids,IA,0.34184426,0.4455798,0.38302651,0.47254372,IA,169179.33333333334
"Chambersburg, PA",-0.366516574756452,-2.210979951283493,-0.4423495286439449,-0.4423495286439449,-0.20293325688202327,-2.5920366966288344,-3.5038411092373996,-3.141586701969183,-3.141586701969183,-2.013592593217195,172509,177891,933.2700413127413,931.8427108108108,5337,185.12673651747218,190.90238935840821,16540,"Chambersburg-Waynesboro, PA",Chambersburg-Waynesboro,PA,0.21368144,0.26543382,0.26416573,0.30643332,PA,184596.41666666666
"Champaign, IL",-4.545267303240264,-8.12071330589849,-5.107679252588998,-5.107679252588998,-4.0299392810947525,-5.777358521655311,-0.9327846364883402,-6.631501330543174,-6.631501330543174,-4.902001169889355,235376,242758,2175.375814285714,2172.3448362934364,7290,108.35112182355465,111.74929318045373,16580,"Champaign-Urbana, IL",Champaign-Urbana,IL,0.31590319,0.38879833,0.38203219,0.43962622,IL,146283.33333333334
"Charleston, SC",-0.13527661275483335,-0.17623148858758989,-0.4088881556823157,-0.4088881556823157,-0.46331605362842077,-0.8908459864342683,-1.080128478440067,-1.258250160212686,-1.258250160212686,-1.2093678419827034,677976,788015,3217.342466795367,2934.4360714285713,35181,231.04132565748517,268.54052390937613,16700,"Charleston-North Charleston, SC",Charleston-North Charleston,SC,0.28707051,0.36801305,0.33705798,0.40912122,SC,280059.5833333333
"Charleston, WV",-0.985329053780833,-2.309363210243512,-1.527591740800647,-1.527591740800647,-0.9515264860493329,-1.8803073190456936,-0.7659769063678976,-2.7246133238980996,-2.7246133238980996,-1.6815987666801455,330330,316544,3075.197446332046,3052.8887413127413,8747,108.20243644318272,103.68671341225694,16620,"Charleston, WV",Charleston,WV,0.29985622,0.37337601,0.36730754,0.4355419,WV,100078.41666666667
"Charlotte, NC",0.7454198383680857,-0.9248974931229564,0.756177193945869,0.756177193945869,0.6312178735050981,0.7133825277898352,-0.9466964239373021,0.7998924724748409,0.7998924724748409,0.5644274458484294,1891743,2172467,3781.6736463320462,3713.8822401544403,96335,509.3707548253691,584.9585042065466,16740,"Charlotte-Concord-Gastonia, NC-SC",Charlotte-Concord-Gastonia,NC-SC,0.32954726,0.4663735,0.37868536,0.5115307,NC,239942
"Charlottesville, VA",-0.46135877726343233,-1.8330513254371121,-0.23071819088379894,-0.23071819088379894,-0.48968442128381134,-1.3654512507905958,-1.804850535815003,-1.5897670700807478,-1.5897670700807478,-1.0034262388589033,241467,257717,2521.063824710425,2500.4962814671812,10638,96.56763010993873,103.06634003422033,16820,"Charlottesville, VA",Charlottesville,VA,0.31150833,0.4031747,0.37483799,0.47524747,VA,321970.3333333333
"Chattanooga, TN",0.013122204777408811,-1.0635690829779934,-0.15745101944093232,-0.15745101944093232,0.014820372454485246,-0.8504732484558252,-1.1370876831838455,-1.2740888944465285,-1.2740888944465285,-0.7238825670737639,617809,647757,2816.9416864864866,2759.211157915058,20403,223.90783620447334,234.76166299989325,16860,"Chattanooga, TN-GA",Chattanooga,TN-GA,0.27364412,0.35716042,0.31837744,0.39439443,TN,175702.08333333334
"Cheyenne, WY",-0.751505043931012,-2.1388499298737726,-1.3826065733810609,-1.3826065733810609,-0.4932069638789457,-2.383664171819069,-2.717391304347826,-3.6925439310120405,-3.6925439310120405,-1.83249267816466,91757,98336,2704.7441884169884,2703.091316988417,5704,33.945209110518995,36.379089149514435,16940,"Cheyenne, WY",Cheyenne,WY,0.29543009,0.36313167,0.3659654,0.43445104,WY,293015.9166666667
