MetroShort,post_pct_change,pre_pct_change,2010 Population,2019 Population,area,land_area,estab_count,density,density2019,AREA,Msa,MsaName,end,teleworkable_manual_emp,teleworkable_manual_wage,wfh_emp,wfh_wage,MetroState
"Milwaukee, WI",12.099757622145683,5.161547071259793,1504855,1521015,1368.3913038610037,1322.244091891892,63371,1138.1068058673077,1150.328452459714,33340,"Milwaukee-Waukesha-West Allis, WI",Milwaukee-Waukesha-West Allis,WI,0.32395992,0.42956898,0.36482447,0.46419871,WI
"Minneapolis, MN",8.704731861198738,3.7798366148148896,3310896,3549082,6850.294151737452,6495.090534362935,166677,509.75363353033634,546.4253317522246,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Minneapolis-St. Paul-Bloomington,MN-WI,0.36763227,0.47622299,0.41136688,0.51238036,MN
"Missoula, MT",14.569783145247667,5.642179921414031,116409,125091,3319.222967953668,3294.3074084942086,7911,35.336410833987486,37.971866158409824,33540,"Missoula, MT",Missoula,MT,0.28191999,0.33771703,0.35088956,0.39807907,MT
"Mobile, AL",9.946793116498586,5.767863383829254,413910,415316,1319.3172629343628,1256.1736776061775,13744,329.50061554288095,330.6198875233919,33660,"Mobile, AL",Mobile,AL,0.24979036,0.33998099,0.30248636,0.39268759,AL
"Modesto, CA",11.66218544557241,4.130226687641936,466579,492535,1270.4184737451737,1244.859620849421,13674,374.80450983029976,395.65505359063883,33700,"Modesto, CA",Modesto,CA,0.24801552,0.28783533,0.30633941,0.3433843,CA
"Monroe, LA",5.084022984351848,1.0219712640465142,183690,184404,2047.6390073359073,1985.2482733590734,7887,92.52746997190101,92.88712272142432,33740,"Monroe, LA",Monroe,LA,0.23971331,0.29752299,0.30708012,0.36061755,LA
"Monroe, MI",10.753364591357752,2.8242244524244167,141666,140077,465.14364594594593,448.2727861003861,3155,316.0263223480074,312.4816057172634,33780,"Monroe, MI",Monroe,MI,0.26368517,0.34763196,0.31968281,0.39080977,MI
"Montgomery, AL",8.142737648174657,2.650558761446015,377768,376467,2911.8731984555984,2849.9802397683397,12135,132.55109447029247,132.0946000771574,33860,"Montgomery, AL",Montgomery,AL,0.28549942,0.3871859,0.33606979,0.43529585,AL
"Morgantown, WV",8.791380342115076,2.1059965287114677,126390,136083,976.4141586872587,967.9202158301158,4397,130.5789443519416,140.5931994955714,34060,"Morgantown, WV",Morgantown,WV,0.22701259,0.32971185,0.29491743,0.39385688,WV
"Morristown, TN",4.895244809878143,6.4904290539972775,151254,159047,796.1127656370656,718.1837799227799,3829,210.6062601640252,221.45724318238007,34100,"Morristown, TN",Morristown,TN,0.19524617,0.2218056,0.23747069,0.25743532,TN
"Mount Vernon, WA",13.20037862013729,4.7784356701233275,112843,120353,1251.9349718146718,1216.2660818532818,6223,92.77821825636691,98.95285398127068,34580,"Mount Vernon-Anacortes, WA",Mount Vernon-Anacortes,WA,0.24356662,0.27726901,0.28708127,0.30309933,WA
"Muncie, IN",10.483242005894924,3.233567405814339,124647,121273,479.8199030888031,475.9784034749035,3796,261.8753268845992,254.78676997662197,34620,"Muncie, IN",Muncie,IN,0.27243227,0.34971789,0.32223454,0.39662257,IN
"Muskegon, MI",11.228647349107934,6.736901912010781,144546,145136,306.790561003861,256.345872972973,4503,563.8709854136788,566.1725633293186,34740,"Muskegon, MI",Muskegon,MI,0.20719473,0.26593983,0.23267305,0.28115052,MI
"Myrtle Beach, SC",9.544643227761403,1.8787564128512217,249828,306622,1006.566306949807,995.9084057915057,15650,250.8543943872502,307.8817270914687,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach-Conway-North Myrtle Beach,SC-NC,0.18870682,0.24616851,0.23949762,0.29040796,SC
"Napa, CA",12.85180823544806,-3.1109692941090095,166926,171810,843.7646247104248,803.41908996139,8071,207.76952164283523,213.84854075132407,34900,"Napa, CA",Napa,CA,0.2240888,0.31304055,0.26811585,0.36613354,CA
"Naples, FL",10.395129306881083,-0.3195993558231052,247311,283385,678.2641366795367,562.3791571428571,18599,439.75847408081904,503.9038100909094,34940,"Naples-Immokalee-Marco Island, FL",Naples-Immokalee-Marco Island,FL,0.2173913,0.28339964,0.2681154,0.3334007,FL
"Nashville, TN",9.30486557689571,4.08147362343686,1563416,1770863,5816.075346332046,5743.691495752896,73736,272.197070674156,308.31443529121356,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Nashville-Davidson--Murfreesboro--Franklin,TN,0.30752152,0.40069273,0.36409286,0.45780593,TN
"New Bern, NC",6.454251857459448,4.808403562211104,112686,110735,1249.7065544401544,1065.1264436293436,3556,105.7958899377527,103.96418252717326,35100,"New Bern, NC",New Bern,NC,0.24746436,0.32045582,0.28348973,0.34176874,NC
"New Haven, CT",13.945845087794465,1.4940453114736973,838178,833159,621.0014416988417,594.7465822393823,32442,1409.3027602513198,1400.86387190815,75700,"New Haven, CT",New Haven,CT,0.30614942,0.37781811,0.37195748,0.44189078,CT
"New Orleans, LA",7.882165426109476,4.754488779847331,1109797,1179135,2287.6630814671817,1646.2201602316602,49211,674.148590091271,716.2681082912198,35380,"New Orleans-Metairie, LA",New Orleans-Metairie,LA,0.27050275,0.35226095,0.32029042,0.40050876,LA
"New York, NY",8.916104526806864,0.9246314912235012,18929284,19335518,7054.358770270271,6593.158934749034,1023709,2871.0492477640437,2932.6637187665488,35620,"New York-Newark-Jersey City, NY-NJ-PA",New York-Newark-Jersey City,NY-NJ-PA,0.35236636,0.4659619,0.41956478,0.53913975,NY
"Niles, MI",7.880515811775784,5.884232655921514,121027,119414,517.0300922779923,496.5470718146718,4025,243.73721419340356,240.48878098020353,35660,"Niles-Benton Harbor, MI",Niles-Benton Harbor,MI,0.25128433,0.32533857,0.2792564,0.34913474,MI
"North Port, FL",10.181814618659638,1.6516480046634765,733700,842492,1337.0107536679536,1208.5932034749035,42779,607.0694406442898,697.0848401080674,35840,"North Port-Sarasota-Bradenton, FL",North Port-Sarasota-Bradenton,FL,0.2582643,0.33641356,0.30832794,0.39036193,FL
"Ocala, FL",8.374884526890172,5.4466713419210375,393904,424803,1835.1922482625482,1735.4456034749035,13313,226.9757111437439,244.78036024258662,36100,"Ocala, FL",Ocala,FL,0.20209664,0.26949722,0.24289994,0.31606284,FL
"Ocean City, NJ",16.052329413125488,2.690025716019208,89417,85699,206.288044015444,163.26906061776063,6144,547.6665307050409,524.8943043816199,36140,"Ocean City, NJ",Ocean City,NJ,0.19445275,0.22584306,0.25470829,0.28466079,NJ
"Odessa, TX",-9.209804304011444,6.142263745781518,126856,141044,614.4389768339768,612.091938996139,5775,207.24991119479552,230.4294355376075,36220,"Odessa, TX",Odessa,TX,0.20088267,0.26529139,0.26048112,0.3278093,TX
"Ogden, UT",15.548765147528187,6.1218163029603065,547184,608894,1225.0707,1215.5811185328184,23710,450.14190468871374,500.90774751003255,36260,"Ogden-Clearfield, UT",Ogden-Clearfield,UT,0.33691397,0.43255445,0.35278675,0.4294838,UT
"Oklahoma City, OK",7.711629717228269,4.851194937661667,1292880,1424318,6463.84542934363,6385.498623166023,62061,202.47126752318854,223.05509468480668,36420,"Oklahoma City, OK",Oklahoma City,OK,0.32024133,0.40652001,0.37340865,0.46068013,OK
"Olympia, WA",16.361550265918396,7.383950765835435,237814,264696,689.995327027027,639.6254424710424,10750,371.8019706678045,413.82969222957934,36500,"Olympia-Tumwater, WA",Olympia-Tumwater,WA,0.3852973,0.4797588,0.44053987,0.51748711,WA
"Omaha, NE",8.47806695963648,5.634975154563187,873118,938317,5044.7497911196915,4986.314418918919,39825,175.10287692393462,188.17846633173932,36540,"Omaha-Council Bluffs, NE-IA",Omaha-Council Bluffs,NE-IA,0.34043512,0.42004812,0.38899702,0.4640663,NE
"Orlando, FL",7.474260112867789,3.384739659478124,2107196,2470593,3321.8703559845558,2910.519832046332,120406,723.9930052352435,848.8493954919978,36740,"Orlando-Kissimmee-Sanford, FL",Orlando-Kissimmee-Sanford,FL,0.30913433,0.40698722,0.3507984,0.44835913,FL
"Oshkosh, WI",8.95662339560145,7.086544014520254,105400,107453,428.21727027027026,414.17893667953666,3395,254.4793823775527,259.4361771785121,36780,"Oshkosh-Neenah, WI",Oshkosh-Neenah,WI,0.29386073,0.36823598,0.31724948,0.38627639,WI
"Owensboro, KY",10.562348299247603,6.040987117393167,75666,77755,863.0880667953668,844.7449467181467,2290,89.57259856239936,92.04553433800336,36980,"Owensboro, KY",Owensboro,KY,0.2110448,0.24201423,0.25425699,0.27409276,KY
"Panama City, FL",5.715363245473821,6.530109922895476,181048,196294,1010.8883617760617,852.365584942085,8508,212.40651100701294,230.29320219837058,37460,"Panama City, FL",Panama City,FL,0.27824324,0.34998384,0.31020617,0.37866318,FL
"Parkersburg, WV",8.06473482777474,4.844620174869408,175148,172383,1822.8116250965252,1791.1493297297297,5329,97.78525837732829,96.24155682542182,37620,"Parkersburg-Vienna, WV",Parkersburg-Vienna,WV,0.24614441,0.36920315,0.30350935,0.4280656,WV
"Pensacola, FL",10.915003964226017,4.942555788482696,448500,487461,1519.985154054054,1433.4132416988418,16606,312.8895331456895,340.0701108511281,37860,"Pensacola-Ferry Pass-Brent, FL",Pensacola-Ferry Pass-Brent,FL,0.29036233,0.35213703,0.33499542,0.39884046,FL
"Peoria, IL",4.078029984765736,1.3449277384804585,362594,355351,2044.4766181467182,2002.5770262548263,11969,181.06369704945382,177.44685739482856,37900,"Peoria, IL",Peoria,IL,0.32186326,0.40816802,0.35138768,0.4142206,IL
"Philadelphia, PA",10.798870981754192,3.0876432762113373,5941166,6051831,4427.958762548263,4284.173959073359,254333,1386.770485222089,1412.6016025056497,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,0.34188336,0.43942869,0.40106103,0.49999312,PA
"Phoenix, AZ",16.753342202457926,6.613694175648388,4232617,4809032,15649.681127027026,15623.587838223939,179247,270.9119725780705,307.80586698750767,38060,"Phoenix-Mesa-Scottsdale, AZ",Phoenix-Mesa-Scottsdale,AZ,0.34667766,0.44133058,0.38884294,0.48088622,AZ
"Pine Bluff, AR",3.9639694057066057,3.5307213520844116,74945,69136,2410.3649482625483,2364.7929783783784,1909,31.69199193554457,29.235540122167052,38220,"Pine Bluff, AR",Pine Bluff,AR,0.22101925,0.23011872,0.27546775,0.28314459,AR
"Pittsburgh, PA",10.484478383295286,3.972824409392353,2360528,2334327,5564.469288416988,5506.240732432432,95791,428.70047182939186,423.9420529237903,38300,"Pittsburgh, PA",Pittsburgh,PA,0.31597543,0.3994509,0.36815506,0.45329663,PA
"Pittsfield, MA",10.044362601489913,2.9053751995742414,131219,126425,932.5880308880309,913.4455702702703,5716,143.65278487384302,138.40452470812613,76600,"Pittsfield, MA",Pittsfield,MA,0.28019553,0.35476792,0.32932425,0.40501913,MA
"Pocatello, ID",13.440483518943422,8.938071289968361,64008,66321,1474.1830216216215,1472.5548857142858,2800,43.467310197372996,45.03804961254803,38540,"Pocatello, ID",Pocatello,ID,0.25782228,0.31928506,0.2983416,0.35230783,ID
"Port St. Lucie, FL",9.057674221049119,3.2996850520875394,417439,465262,1092.7622440154441,1006.4993876447877,20153,414.7434217290572,462.25760860989175,38940,"Port St. Lucie, FL",Port St. Lucie,FL,0.27235156,0.32606894,0.32723862,0.38467833,FL
"Portland, ME",13.374074840009397,6.135682397711434,514464,532490,2404.0700768339766,2107.9393764478764,29413,244.0601498070271,252.6116291339022,76750,"Portland-South Portland, ME",Portland-South Portland,ME,0.34153235,0.44550616,0.38491789,0.48178625,ME
"Portland, OR",10.268956230297437,2.126530949041057,2296028,2520998,4637.147712741313,4532.273648648648,128995,506.5951833434833,556.2325215626964,38900,"Portland-Vancouver-Hillsboro, OR-WA",Portland-Vancouver-Hillsboro,OR-WA,0.34609646,0.43952808,0.39116162,0.47749302,OR
"Providence, RI",12.270606819341895,3.336623859032031,1600852,1618268,1758.127554826255,1586.9024725868726,69993,1008.7904125515588,1019.7652520901282,77200,"Providence-Warwick, RI-MA",Providence-Warwick,RI-MA,0.31182271,0.39236581,0.36166343,0.44020227,RI
"Provo, UT",14.19868514413809,4.411789087412337,519434,620113,2609.399767953668,2599.2289563706563,26777,199.84157175799308,238.57575088955358,39340,"Provo-Orem, UT",Provo-Orem,UT,0.39045295,0.49995038,0.42573538,0.53445166,UT
"Pueblo, CO",13.409553022645149,7.663461488726704,151475,156605,2626.533732818533,2614.7513501930503,4320,57.930938629715754,59.892884265434134,39380,"Pueblo, CO",Pueblo,CO,0.23212163,0.25160402,0.27505085,0.29389712,CO
"Punta Gorda, FL",12.410211812320737,0.4033383732018948,133142,152565,621.5543598455598,576.6203818532819,5519,230.90061362741997,264.58482010235184,39460,"Punta Gorda, FL",Punta Gorda,FL,0.17911726,0.22914267,0.22786549,0.27741969,FL
"Racine, WI",8.948513871769425,3.467863027633867,138259,139799,235.7333806949807,223.90326872586874,4117,617.4943348829556,624.3723050383868,39540,"Racine, WI",Racine,WI,0.23774509,0.3195897,0.26775187,0.34069699,WI
"Raleigh, NC",9.69195896280185,2.861457614986426,900428,1036389,1995.4474606177607,1971.5117555984557,48800,456.719569357411,525.6823841181725,39580,"Raleigh, NC",Raleigh,NC,0.35944811,0.49456331,0.41300467,0.54099578,NC
"Rapid City, SD",7.979900000834718,4.371871127082769,142525,155139,10598.433091891891,10571.947714285714,8326,13.481432546947627,14.674590169450328,39660,"Rapid City, SD",Rapid City,SD,0.23685537,0.2853744,0.28334743,0.32253391,SD
"Reading, PA",9.476194889254167,4.624628714816309,338505,345359,559.4626888030888,551.710905019305,10456,613.5550284041519,625.9782013696386,39740,"Reading, PA",Reading,PA,0.26327392,0.33007059,0.31614298,0.37022027,PA
"Redding, CA",11.073363204708086,3.724710370415776,172154,173570,3544.192638996139,3472.1157073359072,6999,49.581872987778596,49.989693498197724,39820,"Redding, CA",Redding,CA,0.26435575,0.30473611,0.31896758,0.35356098,CA
"Reno, NV",12.934644681243906,1.8140549291468053,424825,460431,5842.964567567567,5621.926405791505,22834,75.5657348275425,81.89915106780491,39900,"Reno, NV",Reno,NV,0.2589801,0.34564951,0.30929998,0.38923916,NV
"Richmond, VA",8.65213925160917,3.8359807126743832,1384485,1475169,7019.223209266409,6804.186905019305,62118,203.47545111947096,216.8031273379335,40060,"Richmond, VA",Richmond,VA,0.33731318,0.45246115,0.38674715,0.50246274,VA
"Riverside, CA",12.37974061921025,3.2132622781434037,4170209,4505876,9874.33188957529,9828.782715830115,134303,424.28539937946874,458.43683091527623,40140,"Riverside-San Bernardino-Ontario, CA",Riverside-San Bernardino-Ontario,CA,0.248191,0.30152175,0.30143875,0.3496232,CA
"Roanoke, VA",8.293115739482309,4.410393544911915,290999,294663,1907.6581432432433,1889.8425501930503,12849,153.98055249114483,155.91933834376823,40220,"Roanoke, VA",Roanoke,VA,0.26184613,0.32308793,0.31594259,0.37510112,VA
"Rochester, MN",7.597850509875399,4.493579854667365,181842,192555,1474.480530888031,1460.8834092664092,7095,124.47399898347328,131.80723306091386,40340,"Rochester, MN",Rochester,MN,0.24306482,0.30965853,0.29439834,0.34877658,MN
"Rochester, NY",10.680507359812388,4.413853381405004,1041129,1035404,2819.493235135135,2791.9404401544402,38423,372.90516123703856,370.854616061482,40380,"Rochester, NY",Rochester,NY,0.33922747,0.40852714,0.39265522,0.45416301,NY
"Rockford, IL",9.143443323645068,3.5858446674339817,293736,286832,592.0462571428571,586.9668108108108,10317,500.4303388027096,488.6681746175437,40420,"Rockford, IL",Rockford,IL,0.25203148,0.30058146,0.29251796,0.32495639,IL
"Rocky Mount, NC",9.11206337499841,4.845965258604614,139564,135627,607.4575320463321,602.7614810810811,4375,231.54100648516123,225.00940132529138,40580,"Rocky Mount, NC",Rocky Mount,NC,0.22235194,0.26582471,0.25984055,0.30102256,NC
"Rome, GA",9.763793140708405,8.196714849401033,46816,48301,300.1734444015444,294.8075528957529,1597,158.80190158002713,163.83908595815302,40660,"Rome, GA",Rome,GA,0.22382703,0.28373984,0.27734238,0.33074236,GA
"Sacramento, CA",11.61818158683841,4.379451205413172,2209489,2380516,5096.927435135135,5019.393163320463,91178,440.19046289220427,474.2637053012251,40900,"Sacramento--Roseville--Arden-Arcade, CA",Sacramento--Roseville--Arden-Arcade,CA,0.3502709,0.44375852,0.40342751,0.4892731,CA
"Saginaw, MI",14.383171708399672,6.4035708920792285,142964,136877,371.8123934362934,360.5609501930502,4493,396.50439107023305,379.6223632279475,40980,"Saginaw, MI",Saginaw,MI,0.23427187,0.28549826,0.27311924,0.32497358,MI
"Salem, OR",10.63150392896699,3.3918411573879244,289515,313402,774.9911567567568,768.4352181467182,13361,376.759150495784,407.8443993702561,41420,"Salem, OR",Salem,OR,0.29286161,0.35281464,0.35163167,0.40096799,OR
"Salinas, CA",10.509798387591571,2.0798998899934977,489095,511207,3295.8221934362937,3241.681196911197,17493,150.87695867996806,157.69811062454212,41500,"Salinas, CA",Salinas,CA,0.21735431,0.30006251,0.25850368,0.33795309,CA
"Salt Lake City, UT",14.405038109694605,4.694465666078957,1071123,1178267,2151.026496911197,2115.9853586872587,58734,506.20529844522014,556.8408094898105,41620,"Salt Lake City, UT",Salt Lake City,UT,0.39780337,0.48986137,0.43339336,0.52558041,UT
"San Angelo, TX",8.690064042993544,0.3192970187949836,113045,120872,2366.973519305019,2348.3872722007723,4713,48.13729036014609,51.470215935349444,41660,"San Angelo, TX",San Angelo,TX,0.27410376,0.31661162,0.33316553,0.38073868,TX
"San Antonio, TX",7.679342409265388,3.1889387152196282,2140051,2463804,7617.925059073359,7558.658618532819,80781,283.1257645044164,325.9578351586196,41700,"San Antonio-New Braunfels, TX",San Antonio-New Braunfels,TX,0.3269262,0.41764671,0.37705666,0.4631488,TX
"San Diego, CA",13.758604274524847,4.427409373218447,3041838,3260294,2725.033786100386,2688.791005791506,156427,1131.3032487270489,1212.550173285134,41740,"San Diego-Carlsbad, CA",San Diego-Carlsbad,CA,0.3477357,0.45893136,0.39516366000000003,0.50030339,CA
"San Francisco, CA",6.294920059632403,1.8784473706188107,4453606,4836168,2721.3615884169885,2598.56192007722,245648,1713.8733410930824,1861.0940007372565,41860,"San Francisco-Oakland-Hayward, CA",San Francisco-Oakland-Hayward,CA,0.39781314,0.53622544,0.44755739,0.5840202,CA
"San Jose, CA",7.053394978251856,-0.2306554685698004,1822974,1972474,2547.530793822394,2535.351046718147,89778,719.0223233030099,777.9885166408195,41940,"San Jose-Sunnyvale-Santa Clara, CA",San Jose-Sunnyvale-Santa Clara,CA,0.47426072,0.63637751,0.51112145,0.66457206,CA
"San Luis Obispo, CA",7.962133724797712,2.906368060570727,356515,373141,2690.556102702703,2651.2453606177605,17557,134.47076807592387,140.74178329275992,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",San Luis Obispo-Paso Robles-Arroyo Grande,CA,0.25224799,0.32955092,0.3068558,0.36732909,CA
"Santa Cruz, CA",11.363442463922445,-0.35927616387139855,188379,196903,307.8257335907336,298.6764471042471,9793,630.7126049823743,659.2518489791561,42100,"Santa Cruz-Watsonville, CA",Santa Cruz-Watsonville,CA,0.2935839,0.39231578,0.34384391,0.43725133,CA
"Santa Fe, NM",8.773806246330238,5.656506371037262,126696,131623,832.7295822393822,831.6611177606177,8124,152.3408961827499,158.26518420677914,42140,"Santa Fe, NM",Santa Fe,NM,0.33923164,0.43170851,0.39852861,0.49008697,NM
"Santa Rosa, CA",7.019057368107433,1.9456837440488668,451303,464675,1518.1390494208495,1502.8172397683397,22660,300.3046465381038,309.2026014231976,42220,"Santa Rosa, CA",Santa Rosa,CA,0.28310573,0.3749643,0.33938694,0.42393923,CA
"Savannah, GA",5.915807466058501,3.5254321912251143,352686,391865,1206.6030532818534,1159.9307038610038,16024,304.05781899386886,337.8348367670744,42340,"Savannah, GA",Savannah,GA,0.25080073,0.3287355,0.3030524,0.36976883,GA
"Scranton, PA",12.250455132494126,4.254850927865592,523508,516265,1758.5981142857142,1728.9961803088804,17711,302.7814670512903,298.5923311338783,42540,"Scranton--Wilkes-Barre--Hazleton, PA",Scranton--Wilkes-Barre--Hazleton,PA,0.24909435,0.30590999,0.30106217,0.35706991,PA
"Seattle, WA",12.797530568510226,4.51644009445312,3406020,3835346,4920.597171814672,4687.218837451737,193259,726.6611861143065,818.2562267745817,42660,"Seattle-Tacoma-Bellevue, WA",Seattle-Tacoma-Bellevue,WA,0.37474459,0.49018329,0.42281505,0.53369951,WA
"Sebring, FL",11.595983090824745,3.483863228201157,75207,78765,996.406071042471,917.3183513513513,2630,81.98571399908057,85.8644110672887,42700,"Sebring, FL",Sebring,FL,0.21527778,0.21369685,0.28824487,0.29403579,FL
"Sheboygan, WI",10.650829877415207,5.091240333871303,102946,102670,346.1178648648649,332.78239498069496,3716,309.3492971765288,308.5199263799877,43100,"Sheboygan, WI",Sheboygan,WI,0.2467314,0.33989111,0.27550825,0.35662973,WI
"Sherman, TX",9.680452143466937,3.197092503389195,98728,106142,631.756145945946,608.6537683397684,3403,162.2071613378842,174.38814235805145,43300,"Sherman-Denison, TX",Sherman-Denison,TX,0.25330776,0.27163905,0.29935434,0.3038756,TX
"Shreveport, LA",4.237951090098976,0.31061439876102265,397436,397826,2773.420255212355,2665.5123138996137,14832,149.10304406681047,149.24935740326225,43340,"Shreveport-Bossier City, LA",Shreveport-Bossier City,LA,0.24113959,0.28996527,0.29716572,0.3393575,LA
"Sierra Vista, AZ",10.146291983525755,8.048499250982985,123714,119324,5196.893379150579,5176.989259459459,2917,23.896901036437004,23.048917820713978,43420,"Sierra Vista-Douglas, AZ",Sierra Vista-Douglas,AZ,0.35984993,0.46716473,0.41075763,0.49797595,AZ
"Sioux City, IA",4.239635035519821,0.608715322763074,165548,165997,3212.9799826254825,3187.7926173745172,5690,51.9318600268126,52.07270984168223,43580,"Sioux City, IA-NE-SD",Sioux City,IA-NE-SD,0.23079897,0.27648738,0.27335745,0.32779449,IA
"Sioux Falls, SD",6.790254303985292,3.2570585793643083,230168,261217,2830.999866795367,2819.8019644787646,12949,81.6255903426701,92.63664728607475,43620,"Sioux Falls, SD",Sioux Falls,SD,0.29081249,0.36277238,0.34037104,0.40788794,SD
"South Bend, IN",13.061962668538188,4.5039957182142,260974,263113,673.6438945945946,649.8817679536679,8939,401.57150557054194,404.8628734861787,43780,"South Bend-Mishawaka, IN-MI",South Bend-Mishawaka,IN-MI,0.27566135,0.34196228,0.32677719,0.38517532,IN
"Spartanburg, SC",9.494024349380096,5.498660015044302,196447,217298,416.88545598455596,409.8700436293436,7697,479.2909436866585,530.1631660510138,43900,"Spartanburg, SC",Spartanburg,SC,0.2362117,0.30303571,0.27095395,0.32709742,SC
"Spokane, WA",15.963263042994056,9.798526223285096,473579,506026,2134.438546718147,2109.5540374517377,22900,224.49247167522938,239.873447665394,44060,"Spokane-Spokane Valley, WA",Spokane-Spokane Valley,WA,0.28824699,0.34493747,0.34154212,0.38370025,WA
"Springfield, IL",3.768826115154572,0.9823639470217249,200506,199433,1008.0370945945946,995.078423938224,8090,201.4976861888503,200.41937921908064,44100,"Springfield, IL",Springfield,IL,0.38129437,0.46403995,0.42916358,0.49849075,IL
"Springfield, MA",11.262764681212145,4.324477284773946,693392,700259,1916.4259115830116,1855.453635135135,22138,373.7048379274103,377.40581965498654,78100,"Springfield, MA-CT",Springfield,MA-CT,0.30223149,0.35632816,0.35325184,0.40119877,MA
"Springfield, MO",11.343752380617525,5.956581123312297,403428,424360,3140.7838525096527,3114.7929783783784,18644,129.52000431503234,136.2401941142586,44180,"Springfield, MO",Springfield,MO,0.28283477,0.34036371,0.33333564,0.38588983,MO
"Springfield, OH",12.42094865627773,4.959460882383911,132980,129632,352.0480084942085,347.5134957528958,3489,382.66139768729226,373.0272394720941,44220,"Springfield, OH",Springfield,OH,0.23694029,0.2833592,0.29054794,0.33243307,OH
"St. Cloud, MN",9.886531466619454,2.265162280994573,193348,202661,2321.10988957529,2253.1417733590733,7897,85.81262053108586,89.94596007949599,41060,"St. Cloud, MN",St. Cloud,MN,0.26321632,0.30679321,0.31593502,0.3506667,MN
"St. George, UT",13.033423909698966,4.296688797139327,137008,164638,1366.9006266409267,1363.6622235521236,9525,100.47062801455034,120.73224377452075,41100,"St. George, UT",St. George,UT,0.23523147,0.29471567,0.28970098,0.35072196,UT
"St. Joseph, MO",6.305536293118741,4.734489327157048,118792,117819,1630.7305046332046,1613.9681764478764,3812,73.60244255958315,72.99958061087891,41140,"St. Joseph, MO-KS",St. Joseph,MO-KS,0.25756466,0.29912418,0.30387238,0.33971831,MO
"St. Louis, MO",9.078183952269288,3.0444817743543515,2859405,2875111,10286.532369498069,10077.906911969112,125135,283.7300468219252,285.28850535276825,41180,"St. Louis, MO-IL",St. Louis,MO-IL,0.32588252,0.41826496,0.37592381,0.46641737,MO
"State College, PA",5.5890052356020945,2.2276994788152304,137015,143991,645.4441011583011,645.1765563706564,4812,212.36822486352767,223.18076901305852,44300,"State College, PA",State College,PA,0.29183468,0.36360225,0.36125666,0.42701855,PA
"Staunton, VA",5.661586244512882,3.086909879256573,114475,117426,1058.106640926641,1053.3321745173746,4228,108.67891703056655,111.48050239118854,44420,"Staunton-Waynesboro, VA",Staunton-Waynesboro,VA,0.22543751,0.26315528,0.28577051,0.32333127,VA
"Stockton, CA",13.501788312354554,3.0660392784774193,614626,658716,1190.5058725868726,1164.5303675675675,17966,527.7887267841803,565.6494826973934,44700,"Stockton-Lodi, CA",Stockton-Lodi,CA,0.22769897,0.27840576,0.28545684,0.32741696,CA
"Sumter, SC",6.622713454291384,3.367519229566631,113781,113042,920.0061976833977,895.8817301158301,2881,127.00448750672598,126.17960183805133,44940,"Sumter, SC",Sumter,SC,0.22416908,0.28086683,0.27269158,0.33070678,SC
"Syracuse, NY",11.569208255376232,4.2928370371143565,593799,583315,2416.0953934362933,2382.179794980695,21234,249.26707935779973,244.86606814022076,45060,"Syracuse, NY",Syracuse,NY,0.32639894,0.39347753,0.38042909,0.4399682,NY
"Tallahassee, FL",8.032502520071022,2.8993815626157713,372046,386474,2622.119391891892,2499.7504590733593,15634,148.83325599544642,154.60503211319073,45220,"Tallahassee, FL",Tallahassee,FL,0.38014126,0.44594127,0.43416938,0.49343306,FL
"Tampa, FL",13.078764546671486,3.892377675743197,2776089,3084405,2723.180076061776,2501.362783783784,141928,1109.8306163333257,1233.0898260724318,45300,"Tampa-St. Petersburg-Clearwater, FL",Tampa-St. Petersburg-Clearwater,FL,0.34797734,0.43807134,0.39938056,0.49317366,FL
"Terre Haute, IN",5.26371740550063,3.4224191723160553,174868,172141,1538.3630907335908,1518.1293467181467,5245,115.18649605056721,113.39020642221956,45460,"Terre Haute, IN",Terre Haute,IN,0.2212273,0.24653159,0.26568964,0.2922712,IN
"Texarkana, TX",2.5191383689868796,8.406463102916886,138681,139722,1672.233042857143,1621.5548111969113,4669,85.5234735467474,86.16544999602425,45500,"Texarkana, TX-AR",Texarkana,TX-AR,0.23841801,0.25641912,0.29689381,0.31172878,TX
"The Villages, FL",3.249162789268682,4.553835233574375,40818,63582,387.5277536679537,359.8706135135135,1199,113.42409873782941,176.6801667389061,45540,"The Villages, FL",The Villages,FL,0.14732754,0.22181602,0.19269684,0.27297512,FL
"Toledo, OH",10.32208977935582,6.359936538594193,635691,628193,1540.9027351351351,1515.6512787644788,22380,419.4177175888371,414.47066934294236,45780,"Toledo, OH",Toledo,OH,0.25834081,0.31394958,0.30763268,0.35740691,OH
"Topeka, KS",8.987898711430264,4.716249316942501,211650,210037,2517.3550675675674,2472.009136679537,6493,85.61861558662905,84.96610990771937,45820,"Topeka, KS",Topeka,KS,0.32149363,0.39753208,0.37747237,0.44099402,KS
