MsaName,category,type,date,zori
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",high,high density,2018-05-15,88.80426504188881
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",high,high density,2018-06-15,89.71820258948972
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",high,high density,2018-07-15,89.71820258948972
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",high,high density,2018-08-15,89.94668697638994
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",high,high density,2018-09-15,89.71820258948972
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",high,high density,2018-10-15,90.25133282559025
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",high,high density,2018-11-15,91.31759329779132
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",high,high density,2018-12-15,99.16222391469917
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",high,high density,2019-01-15,95.65879664889566
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",high,high density,2019-02-15,94.28789032749428
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",high,high density,2019-03-15,92.84082254379284
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",high,high density,2019-04-15,94.05940594059405
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",high,high density,2019-05-15,96.11576542269611
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",high,high density,2019-06-15,95.58263518659558
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",high,high density,2019-07-15,94.51637471439452
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",high,high density,2019-08-15,93.98324447829398
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",high,high density,2019-09-15,97.18202589489718
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",high,high density,2019-10-15,94.89718202589489
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",high,high density,2019-11-15,95.35415079969536
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",high,high density,2019-12-15,98.62909367859864
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",high,high density,2020-01-15,99.92383853769992
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",high,high density,2020-02-15,100
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",high,high density,2020-03-15,99.92383853769992
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",high,high density,2020-04-15,95.43031226199543
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",high,high density,2020-05-15,94.97334348819497
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",high,high density,2020-06-15,96.72505712109673
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",high,high density,2020-07-15,98.78141660319878
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",high,high density,2020-08-15,98.7052551408987
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",high,high density,2020-09-15,99.61919268849961
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",high,high density,2020-10-15,100.99009900990099
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",high,high density,2020-11-15,101.82787509520183
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",high,high density,2020-12-15,99.84767707539984
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",high,high density,2021-01-15,100.68545316070067
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",high,high density,2021-02-15,101.75171363290174
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",high,high density,2021-03-15,107.53998476770754
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",high,high density,2021-04-15,112.10967250571211
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",high,high density,2021-05-15,112.64280274181264
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",high,high density,2021-06-15,115.46077684691546
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",high,high density,2021-07-15,115.53693830921554
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",high,high density,2021-08-15,119.95430312261996
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",high,high density,2021-09-15,119.4973343488195
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",high,high density,2021-10-15,115.91774562071593
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",high,high density,2021-11-15,116.45087585681647
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",mid,mid density,2018-01-15,92.14372601948803
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",mid,mid density,2018-02-15,93.10142902514657
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",mid,mid density,2018-03-15,95.6016732899945
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",mid,mid density,2018-04-15,96.4303094316779
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",mid,mid density,2018-05-15,97.15401778947658
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",mid,mid density,2018-06-15,97.53295709939749
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",mid,mid density,2018-07-15,94.54690911109049
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",mid,mid density,2018-08-15,95.54440804891733
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",mid,mid density,2018-09-15,96.93164991518938
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",mid,mid density,2018-10-15,95.64576008302748
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",mid,mid density,2018-11-15,94.13680281138154
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",mid,mid density,2018-12-15,93.18991061422291
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",mid,mid density,2019-01-15,94.92131523853541
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",mid,mid density,2019-02-15,97.69630790476026
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",mid,mid density,2019-03-15,99.70348462752118
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",mid,mid density,2019-04-15,99.93147992084653
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",mid,mid density,2019-05-15,99.79851822763757
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",mid,mid density,2019-06-15,99.78166220421801
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",mid,mid density,2019-07-15,100.70652878547553
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",mid,mid density,2019-08-15,100.55559584532894
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",mid,mid density,2019-09-15,100.6931956557934
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",mid,mid density,2019-10-15,98.18910494830448
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",mid,mid density,2019-11-15,98.47004391870306
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",mid,mid density,2019-12-15,100.10309492306881
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",mid,mid density,2020-01-15,99.81650929558916
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",mid,mid density,2020-02-15,100
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",mid,mid density,2020-03-15,98.46620796954
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",mid,mid density,2020-04-15,98.41129618237944
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",mid,mid density,2020-05-15,100.24095415562715
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",mid,mid density,2020-06-15,101.03149139371577
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",mid,mid density,2020-07-15,101.76928491378325
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",mid,mid density,2020-08-15,101.46284504304424
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",mid,mid density,2020-09-15,105.32107011089042
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",mid,mid density,2020-10-15,105.7019367229288
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",mid,mid density,2020-11-15,106.46508394315988
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",mid,mid density,2020-12-15,107.25787348969705
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",mid,mid density,2021-01-15,108.24838435417774
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",mid,mid density,2021-02-15,109.41254828748772
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",mid,mid density,2021-03-15,110.99883219249796
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",mid,mid density,2021-04-15,113.53378771647462
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",mid,mid density,2021-05-15,119.6357364019683
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",mid,mid density,2021-06-15,118.45767677196366
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",mid,mid density,2021-07-15,121.88247456264352
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",mid,mid density,2021-08-15,122.55412827414003
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",mid,mid density,2021-09-15,122.10523215304248
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",mid,mid density,2021-10-15,124.31767325548262
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",mid,mid density,2021-11-15,123.29721342195114
"Athens-Clarke County, GA Metro Area",mid,mid density,2018-01-15,87.27789623312012
"Athens-Clarke County, GA Metro Area",mid,mid density,2018-02-15,88.91257995735607
"Athens-Clarke County, GA Metro Area",mid,mid density,2018-03-15,88.91257995735607
"Athens-Clarke County, GA Metro Area",mid,mid density,2018-04-15,90.04975124378109
"Athens-Clarke County, GA Metro Area",mid,mid density,2018-05-15,90.8315565031983
"Athens-Clarke County, GA Metro Area",mid,mid density,2018-06-15,96.51741293532339
"Athens-Clarke County, GA Metro Area",mid,mid density,2018-07-15,93.81663113006397
"Athens-Clarke County, GA Metro Area",mid,mid density,2018-08-15,92.96375266524521
"Athens-Clarke County, GA Metro Area",mid,mid density,2018-09-15,93.67448471926085
"Athens-Clarke County, GA Metro Area",mid,mid density,2018-10-15,92.82160625444207
"Athens-Clarke County, GA Metro Area",mid,mid density,2018-11-15,94.24307036247335
"Athens-Clarke County, GA Metro Area",mid,mid density,2018-12-15,93.88770433546553
"Athens-Clarke County, GA Metro Area",mid,mid density,2019-01-15,94.81165600568585
"Athens-Clarke County, GA Metro Area",mid,mid density,2019-02-15,94.45628997867804
"Athens-Clarke County, GA Metro Area",mid,mid density,2019-03-15,94.74058280028429
"Athens-Clarke County, GA Metro Area",mid,mid density,2019-04-15,96.23312011371713
"Athens-Clarke County, GA Metro Area",mid,mid density,2019-05-15,97.01492537313433
"Athens-Clarke County, GA Metro Area",mid,mid density,2019-06-15,97.79673063255153
"Athens-Clarke County, GA Metro Area",mid,mid density,2019-07-15,98.57853589196873
"Athens-Clarke County, GA Metro Area",mid,mid density,2019-08-15,99.50248756218906
"Athens-Clarke County, GA Metro Area",mid,mid density,2019-09-15,99.14712153518124
"Athens-Clarke County, GA Metro Area",mid,mid density,2019-10-15,98.08102345415777
"Athens-Clarke County, GA Metro Area",mid,mid density,2019-11-15,99.7867803837953
"Athens-Clarke County, GA Metro Area",mid,mid density,2019-12-15,99.71570717839374
"Athens-Clarke County, GA Metro Area",mid,mid density,2020-01-15,101.13717128642502
"Athens-Clarke County, GA Metro Area",mid,mid density,2020-02-15,100
"Athens-Clarke County, GA Metro Area",mid,mid density,2020-03-15,100.85287846481876
"Athens-Clarke County, GA Metro Area",mid,mid density,2020-04-15,99.85785358919688
"Athens-Clarke County, GA Metro Area",mid,mid density,2020-05-15,101.49253731343283
"Athens-Clarke County, GA Metro Area",mid,mid density,2020-06-15,104.4776119402985
"Athens-Clarke County, GA Metro Area",mid,mid density,2020-07-15,105.2594171997157
"Athens-Clarke County, GA Metro Area",mid,mid density,2020-08-15,107.96019900497514
"Athens-Clarke County, GA Metro Area",mid,mid density,2020-09-15,107.32054015636106
"Athens-Clarke County, GA Metro Area",mid,mid density,2020-10-15,108.17341862117982
"Athens-Clarke County, GA Metro Area",mid,mid density,2020-11-15,108.95522388059702
"Athens-Clarke County, GA Metro Area",mid,mid density,2020-12-15,107.46268656716418
"Athens-Clarke County, GA Metro Area",mid,mid density,2021-01-15,110.09239516702203
"Athens-Clarke County, GA Metro Area",mid,mid density,2021-02-15,112.79317697228144
"Athens-Clarke County, GA Metro Area",mid,mid density,2021-03-15,112.79317697228144
"Athens-Clarke County, GA Metro Area",mid,mid density,2021-04-15,114.64108031272211
"Athens-Clarke County, GA Metro Area",mid,mid density,2021-05-15,119.3319118692253
"Athens-Clarke County, GA Metro Area",mid,mid density,2021-06-15,125.79957356076758
"Athens-Clarke County, GA Metro Area",mid,mid density,2021-07-15,125.87064676616914
"Athens-Clarke County, GA Metro Area",mid,mid density,2021-08-15,133.33333333333331
"Athens-Clarke County, GA Metro Area",mid,mid density,2021-09-15,128.64250177683013
"Athens-Clarke County, GA Metro Area",mid,mid density,2021-10-15,123.95167022032693
"Athens-Clarke County, GA Metro Area",mid,mid density,2021-11-15,126.86567164179105
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",cbd,city center,2018-01-15,95.39022039658306
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",cbd,city center,2018-02-15,94.47633715366585
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",cbd,city center,2018-03-15,94.36540623205656
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",cbd,city center,2018-04-15,93.85912461649455
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",cbd,city center,2018-05-15,95.82048962007657
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",cbd,city center,2018-06-15,96.07302866308703
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",cbd,city center,2018-07-15,96.95623470621237
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",cbd,city center,2018-08-15,99.02853063140367
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",cbd,city center,2018-09-15,98.9377025615691
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",cbd,city center,2018-10-15,99.9223110225462
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",cbd,city center,2018-11-15,98.68516351855864
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",cbd,city center,2018-12-15,97.59234656561726
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",cbd,city center,2019-01-15,98.12145346259896
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",cbd,city center,2019-02-15,98.21892992126465
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",cbd,city center,2019-03-15,98.50350737888948
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",cbd,city center,2019-04-15,98.60370626720015
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",cbd,city center,2019-05-15,99.4240390106378
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",cbd,city center,2019-06-15,99.9384879151348
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",cbd,city center,2019-07-15,99.61250122441947
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",cbd,city center,2019-08-15,100.9605796500163
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",cbd,city center,2019-09-15,100.89241917632002
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",cbd,city center,2019-10-15,100.9230963761119
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",cbd,city center,2019-11-15,100.11742162515895
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",cbd,city center,2019-12-15,99.39472302566841
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",cbd,city center,2020-01-15,99.78358301607145
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",cbd,city center,2020-02-15,100
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",cbd,city center,2020-03-15,100.70411464781976
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",cbd,city center,2020-04-15,98.74123074413382
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",cbd,city center,2020-05-15,98.3804832091591
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",cbd,city center,2020-06-15,98.46602410498507
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",cbd,city center,2020-07-15,99.10998788276216
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",cbd,city center,2020-08-15,98.21212384715211
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",cbd,city center,2020-09-15,97.87540512313818
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",cbd,city center,2020-10-15,97.98104887073887
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",cbd,city center,2020-11-15,98.12265699214005
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",cbd,city center,2020-12-15,98.43927286437928
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",cbd,city center,2021-01-15,99.18359321574846
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",cbd,city center,2021-02-15,100.28185502797984
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",cbd,city center,2021-03-15,101.63658184240776
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",cbd,city center,2021-04-15,104.51303361844808
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",cbd,city center,2021-05-15,106.26871367140014
