GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,UR,PCI,PUMA5A,GEOID,BTTRA,BTBGA,NAME_E,ALUBE001,NAME_M,ALUBM001
"G28684","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28684",,,,,,,,"86000US28684",,,"ZCTA5 28684",2038,"ZCTA5 28684",389
"G28685","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28685",,,,,,,,"86000US28685",,,"ZCTA5 28685",1854,"ZCTA5 28685",383
"G28689","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28689",,,,,,,,"86000US28689",,,"ZCTA5 28689",2586,"ZCTA5 28689",629
"G28690","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28690",,,,,,,,"86000US28690",,,"ZCTA5 28690",9189,"ZCTA5 28690",725
"G28692","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28692",,,,,,,,"86000US28692",,,"ZCTA5 28692",4070,"ZCTA5 28692",574
"G28693","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28693",,,,,,,,"86000US28693",,,"ZCTA5 28693",1690,"ZCTA5 28693",317
"G28694","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28694",,,,,,,,"86000US28694",,,"ZCTA5 28694",7719,"ZCTA5 28694",643
"G28697","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28697",,,,,,,,"86000US28697",,,"ZCTA5 28697",13833,"ZCTA5 28697",1050
"G28698","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28698",,,,,,,,"86000US28698",,,"ZCTA5 28698",2312,"ZCTA5 28698",386
"G28701","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28701",,,,,,,,"86000US28701",,,"ZCTA5 28701",3240,"ZCTA5 28701",521
"G28702","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28702",,,,,,,,"86000US28702",,,"ZCTA5 28702",456,"ZCTA5 28702",147
"G28704","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28704",,,,,,,,"86000US28704",,,"ZCTA5 28704",19261,"ZCTA5 28704",1323
"G28705","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28705",,,,,,,,"86000US28705",,,"ZCTA5 28705",6870,"ZCTA5 28705",435
"G28707","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28707",,,,,,,,"86000US28707",,,"ZCTA5 28707",201,"ZCTA5 28707",104
"G28708","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28708",,,,,,,,"86000US28708",,,"ZCTA5 28708",318,"ZCTA5 28708",212
"G28709","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28709",,,,,,,,"86000US28709",,,"ZCTA5 28709",2470,"ZCTA5 28709",473
"G28711","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28711",,,,,,,,"86000US28711",,,"ZCTA5 28711",13269,"ZCTA5 28711",518
"G28712","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28712",,,,,,,,"86000US28712",,,"ZCTA5 28712",19847,"ZCTA5 28712",794
"G28713","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28713",,,,,,,,"86000US28713",,,"ZCTA5 28713",8799,"ZCTA5 28713",386
"G28714","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28714",,,,,,,,"86000US28714",,,"ZCTA5 28714",16941,"ZCTA5 28714",229
"G28715","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28715",,,,,,,,"86000US28715",,,"ZCTA5 28715",26476,"ZCTA5 28715",1295
"G28716","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28716",,,,,,,,"86000US28716",,,"ZCTA5 28716",17770,"ZCTA5 28716",791
"G28717","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28717",,,,,,,,"86000US28717",,,"ZCTA5 28717",1948,"ZCTA5 28717",423
"G28718","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28718",,,,,,,,"86000US28718",,,"ZCTA5 28718",379,"ZCTA5 28718",146
"G28719","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28719",,,,,,,,"86000US28719",,,"ZCTA5 28719",7674,"ZCTA5 28719",498
"G28720","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28720",,,,,,,,"86000US28720",,,"ZCTA5 28720",177,"ZCTA5 28720",79
"G28721","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28721",,,,,,,,"86000US28721",,,"ZCTA5 28721",10401,"ZCTA5 28721",668
"G28722","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28722",,,,,,,,"86000US28722",,,"ZCTA5 28722",6537,"ZCTA5 28722",504
"G28723","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28723",,,,,,,,"86000US28723",,,"ZCTA5 28723",10918,"ZCTA5 28723",765
"G28725","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28725",,,,,,,,"86000US28725",,,"ZCTA5 28725",26,"ZCTA5 28725",30
"G28726","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28726",,,,,,,,"86000US28726",,,"ZCTA5 28726",3701,"ZCTA5 28726",874
"G28729","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28729",,,,,,,,"86000US28729",,,"ZCTA5 28729",3114,"ZCTA5 28729",522
"G28730","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28730",,,,,,,,"86000US28730",,,"ZCTA5 28730",9221,"ZCTA5 28730",890
"G28731","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28731",,,,,,,,"86000US28731",,,"ZCTA5 28731",8368,"ZCTA5 28731",872
"G28732","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28732",,,,,,,,"86000US28732",,,"ZCTA5 28732",18107,"ZCTA5 28732",877
"G28733","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28733",,,,,,,,"86000US28733",,,"ZCTA5 28733",27,"ZCTA5 28733",24
"G28734","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28734",,,,,,,,"86000US28734",,,"ZCTA5 28734",27887,"ZCTA5 28734",759
"G28735","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28735",,,,,,,,"86000US28735",,,"ZCTA5 28735",303,"ZCTA5 28735",133
"G28736","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28736",,,,,,,,"86000US28736",,,"ZCTA5 28736",782,"ZCTA5 28736",288
"G28739","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28739",,,,,,,,"86000US28739",,,"ZCTA5 28739",21492,"ZCTA5 28739",908
"G28740","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28740",,,,,,,,"86000US28740",,,"ZCTA5 28740",849,"ZCTA5 28740",212
"G28741","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28741",,,,,,,,"86000US28741",,,"ZCTA5 28741",3672,"ZCTA5 28741",349
"G28742","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28742",,,,,,,,"86000US28742",,,"ZCTA5 28742",3155,"ZCTA5 28742",543
"G28743","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28743",,,,,,,,"86000US28743",,,"ZCTA5 28743",1997,"ZCTA5 28743",312
"G28745","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28745",,,,,,,,"86000US28745",,,"ZCTA5 28745",417,"ZCTA5 28745",182
"G28746","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28746",,,,,,,,"86000US28746",,,"ZCTA5 28746",2420,"ZCTA5 28746",291
"G28747","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28747",,,,,,,,"86000US28747",,,"ZCTA5 28747",2297,"ZCTA5 28747",367
"G28748","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28748",,,,,,,,"86000US28748",,,"ZCTA5 28748",12606,"ZCTA5 28748",1020
"G28749","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28749",,,,,,,,"86000US28749",,,"ZCTA5 28749",138,"ZCTA5 28749",149
"G28751","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28751",,,,,,,,"86000US28751",,,"ZCTA5 28751",3473,"ZCTA5 28751",330
"G28752","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28752",,,,,,,,"86000US28752",,,"ZCTA5 28752",30924,"ZCTA5 28752",1064
"G28753","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28753",,,,,,,,"86000US28753",,,"ZCTA5 28753",9671,"ZCTA5 28753",798
"G28754","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28754",,,,,,,,"86000US28754",,,"ZCTA5 28754",10290,"ZCTA5 28754",685
"G28756","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28756",,,,,,,,"86000US28756",,,"ZCTA5 28756",4388,"ZCTA5 28756",479
"G28757","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28757",,,,,,,,"86000US28757",,,"ZCTA5 28757",100,"ZCTA5 28757",60
"G28759","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28759",,,,,,,,"86000US28759",,,"ZCTA5 28759",7456,"ZCTA5 28759",284
"G28761","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28761",,,,,,,,"86000US28761",,,"ZCTA5 28761",7194,"ZCTA5 28761",747
"G28762","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28762",,,,,,,,"86000US28762",,,"ZCTA5 28762",7054,"ZCTA5 28762",572
"G28763","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28763",,,,,,,,"86000US28763",,,"ZCTA5 28763",2419,"ZCTA5 28763",632
"G28766","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28766",,,,,,,,"86000US28766",,,"ZCTA5 28766",1331,"ZCTA5 28766",291
"G28768","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28768",,,,,,,,"86000US28768",,,"ZCTA5 28768",7504,"ZCTA5 28768",683
"G28771","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28771",,,,,,,,"86000US28771",,,"ZCTA5 28771",8069,"ZCTA5 28771",140
"G28772","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28772",,,,,,,,"86000US28772",,,"ZCTA5 28772",1149,"ZCTA5 28772",340
"G28773","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28773",,,,,,,,"86000US28773",,,"ZCTA5 28773",2973,"ZCTA5 28773",392
"G28774","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28774",,,,,,,,"86000US28774",,,"ZCTA5 28774",924,"ZCTA5 28774",234
"G28775","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28775",,,,,,,,"86000US28775",,,"ZCTA5 28775",304,"ZCTA5 28775",184
"G28777","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28777",,,,,,,,"86000US28777",,,"ZCTA5 28777",10717,"ZCTA5 28777",712
"G28778","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28778",,,,,,,,"86000US28778",,,"ZCTA5 28778",9584,"ZCTA5 28778",859
"G28779","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28779",,,,,,,,"86000US28779",,,"ZCTA5 28779",18477,"ZCTA5 28779",959
"G28781","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28781",,,,,,,,"86000US28781",,,"ZCTA5 28781",781,"ZCTA5 28781",210
"G28782","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28782",,,,,,,,"86000US28782",,,"ZCTA5 28782",6852,"ZCTA5 28782",449
"G28783","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28783",,,,,,,,"86000US28783",,,"ZCTA5 28783",1858,"ZCTA5 28783",406
"G28785","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28785",,,,,,,,"86000US28785",,,"ZCTA5 28785",7953,"ZCTA5 28785",664
"G28786","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28786",,,,,,,,"86000US28786",,,"ZCTA5 28786",21004,"ZCTA5 28786",655
"G28787","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28787",,,,,,,,"86000US28787",,,"ZCTA5 28787",21533,"ZCTA5 28787",1020
"G28789","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28789",,,,,,,,"86000US28789",,,"ZCTA5 28789",5779,"ZCTA5 28789",848
"G28790","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28790",,,,,,,,"86000US28790",,,"ZCTA5 28790",3295,"ZCTA5 28790",397
"G28791","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28791",,,,,,,,"86000US28791",,,"ZCTA5 28791",15528,"ZCTA5 28791",1126
"G28792","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28792",,,,,,,,"86000US28792",,,"ZCTA5 28792",34703,"ZCTA5 28792",1521
"G28801","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28801",,,,,,,,"86000US28801",,,"ZCTA5 28801",13790,"ZCTA5 28801",688
"G28803","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28803",,,,,,,,"86000US28803",,,"ZCTA5 28803",34491,"ZCTA5 28803",1370
"G28804","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28804",,,,,,,,"86000US28804",,,"ZCTA5 28804",22511,"ZCTA5 28804",902
"G28805","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28805",,,,,,,,"86000US28805",,,"ZCTA5 28805",19952,"ZCTA5 28805",910
"G28806","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28806",,,,,,,,"86000US28806",,,"ZCTA5 28806",43597,"ZCTA5 28806",1463
"G28901","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28901",,,,,,,,"86000US28901",,,"ZCTA5 28901",4927,"ZCTA5 28901",479
"G28902","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28902",,,,,,,,"86000US28902",,,"ZCTA5 28902",1419,"ZCTA5 28902",410
"G28904","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28904",,,,,,,,"86000US28904",,,"ZCTA5 28904",8969,"ZCTA5 28904",395
"G28905","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28905",,,,,,,,"86000US28905",,,"ZCTA5 28905",2863,"ZCTA5 28905",536
"G28906","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28906",,,,,,,,"86000US28906",,,"ZCTA5 28906",19701,"ZCTA5 28906",736
"G28909","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"28909",,,,,,,,"86000US28909",,,"ZCTA5 28909",993,"ZCTA5 28909",310
"G29001","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29001",,,,,,,,"86000US29001",,,"ZCTA5 29001",1838,"ZCTA5 29001",238
"G29003","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29003",,,,,,,,"86000US29003",,,"ZCTA5 29003",6480,"ZCTA5 29003",511
"G29006","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29006",,,,,,,,"86000US29006",,,"ZCTA5 29006",10555,"ZCTA5 29006",818
"G29009","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29009",,,,,,,,"86000US29009",,,"ZCTA5 29009",1848,"ZCTA5 29009",298
"G29010","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29010",,,,,,,,"86000US29010",,,"ZCTA5 29010",12002,"ZCTA5 29010",615
"G29014","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29014",,,,,,,,"86000US29014",,,"ZCTA5 29014",1756,"ZCTA5 29014",416
"G29015","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29015",,,,,,,,"86000US29015",,,"ZCTA5 29015",1545,"ZCTA5 29015",295
"G29016","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29016",,,,,,,,"86000US29016",,,"ZCTA5 29016",21389,"ZCTA5 29016",1837
"G29018","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29018",,,,,,,,"86000US29018",,,"ZCTA5 29018",3210,"ZCTA5 29018",458
"G29020","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29020",,,,,,,,"86000US29020",,,"ZCTA5 29020",21219,"ZCTA5 29020",998
"G29030","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29030",,,,,,,,"86000US29030",,,"ZCTA5 29030",1757,"ZCTA5 29030",436
"G29031","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29031",,,,,,,,"86000US29031",,,"ZCTA5 29031",1185,"ZCTA5 29031",223
"G29032","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29032",,,,,,,,"86000US29032",,,"ZCTA5 29032",5674,"ZCTA5 29032",988
"G29033","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29033",,,,,,,,"86000US29033",,,"ZCTA5 29033",12673,"ZCTA5 29033",305
"G29036","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29036",,,,,,,,"86000US29036",,,"ZCTA5 29036",23011,"ZCTA5 29036",1031
"G29037","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29037",,,,,,,,"86000US29037",,,"ZCTA5 29037",950,"ZCTA5 29037",404
"G29038","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29038",,,,,,,,"86000US29038",,,"ZCTA5 29038",1903,"ZCTA5 29038",358
"G29039","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29039",,,,,,,,"86000US29039",,,"ZCTA5 29039",3838,"ZCTA5 29039",656
"G29040","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29040",,,,,,,,"86000US29040",,,"ZCTA5 29040",10272,"ZCTA5 29040",1271
"G29042","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29042",,,,,,,,"86000US29042",,,"ZCTA5 29042",4828,"ZCTA5 29042",491
"G29044","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29044",,,,,,,,"86000US29044",,,"ZCTA5 29044",6075,"ZCTA5 29044",920
"G29045","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29045",,,,,,,,"86000US29045",,,"ZCTA5 29045",26482,"ZCTA5 29045",1535
"G29046","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29046",,,,,,,,"86000US29046",,,"ZCTA5 29046",143,"ZCTA5 29046",116
"G29047","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29047",,,,,,,,"86000US29047",,,"ZCTA5 29047",3786,"ZCTA5 29047",476
"G29048","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29048",,,,,,,,"86000US29048",,,"ZCTA5 29048",5160,"ZCTA5 29048",1102
"G29051","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29051",,,,,,,,"86000US29051",,,"ZCTA5 29051",1752,"ZCTA5 29051",284
"G29052","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29052",,,,,,,,"86000US29052",,,"ZCTA5 29052",2091,"ZCTA5 29052",868
"G29053","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29053",,,,,,,,"86000US29053",,,"ZCTA5 29053",18595,"ZCTA5 29053",934
"G29054","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29054",,,,,,,,"86000US29054",,,"ZCTA5 29054",9211,"ZCTA5 29054",656
"G29055","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29055",,,,,,,,"86000US29055",,,"ZCTA5 29055",4065,"ZCTA5 29055",485
"G29056","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29056",,,,,,,,"86000US29056",,,"ZCTA5 29056",2343,"ZCTA5 29056",278
"G29058","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29058",,,,,,,,"86000US29058",,,"ZCTA5 29058",4666,"ZCTA5 29058",618
"G29059","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29059",,,,,,,,"86000US29059",,,"ZCTA5 29059",5573,"ZCTA5 29059",531
"G29061","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29061",,,,,,,,"86000US29061",,,"ZCTA5 29061",14485,"ZCTA5 29061",1483
"G29062","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29062",,,,,,,,"86000US29062",,,"ZCTA5 29062",113,"ZCTA5 29062",93
"G29063","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29063",,,,,,,,"86000US29063",,,"ZCTA5 29063",40577,"ZCTA5 29063",1359
"G29065","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29065",,,,,,,,"86000US29065",,,"ZCTA5 29065",504,"ZCTA5 29065",171
"G29067","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29067",,,,,,,,"86000US29067",,,"ZCTA5 29067",10537,"ZCTA5 29067",947
"G29069","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29069",,,,,,,,"86000US29069",,,"ZCTA5 29069",4532,"ZCTA5 29069",415
"G29070","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29070",,,,,,,,"86000US29070",,,"ZCTA5 29070",16211,"ZCTA5 29070",1042
"G29072","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29072",,,,,,,,"86000US29072",,,"ZCTA5 29072",60908,"ZCTA5 29072",1003
"G29073","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29073",,,,,,,,"86000US29073",,,"ZCTA5 29073",47275,"ZCTA5 29073",1546
"G29074","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29074",,,,,,,,"86000US29074",,,"ZCTA5 29074",179,"ZCTA5 29074",109
"G29075","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29075",,,,,,,,"86000US29075",,,"ZCTA5 29075",2761,"ZCTA5 29075",588
"G29078","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29078",,,,,,,,"86000US29078",,,"ZCTA5 29078",16896,"ZCTA5 29078",1078
"G29079","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29079",,,,,,,,"86000US29079",,,"ZCTA5 29079",14,"ZCTA5 29079",21
"G29080","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29080",,,,,,,,"86000US29080",,,"ZCTA5 29080",3095,"ZCTA5 29080",350
"G29081","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29081",,,,,,,,"86000US29081",,,"ZCTA5 29081",1191,"ZCTA5 29081",242
"G29082","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29082",,,,,,,,"86000US29082",,,"ZCTA5 29082",508,"ZCTA5 29082",158
"G29101","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29101",,,,,,,,"86000US29101",,,"ZCTA5 29101",3037,"ZCTA5 29101",397
"G29102","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29102",,,,,,,,"86000US29102",,,"ZCTA5 29102",17552,"ZCTA5 29102",676
"G29104","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29104",,,,,,,,"86000US29104",,,"ZCTA5 29104",1549,"ZCTA5 29104",343
"G29105","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29105",,,,,,,,"86000US29105",,,"ZCTA5 29105",1207,"ZCTA5 29105",527
"G29107","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29107",,,,,,,,"86000US29107",,,"ZCTA5 29107",3038,"ZCTA5 29107",529
"G29108","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29108",,,,,,,,"86000US29108",,,"ZCTA5 29108",21444,"ZCTA5 29108",738
"G29111","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29111",,,,,,,,"86000US29111",,,"ZCTA5 29111",1678,"ZCTA5 29111",240
"G29112","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29112",,,,,,,,"86000US29112",,,"ZCTA5 29112",3900,"ZCTA5 29112",397
"G29113","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29113",,,,,,,,"86000US29113",,,"ZCTA5 29113",1439,"ZCTA5 29113",427
"G29114","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29114",,,,,,,,"86000US29114",,,"ZCTA5 29114",1683,"ZCTA5 29114",305
"G29115","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29115",,,,,,,,"86000US29115",,,"ZCTA5 29115",27794,"ZCTA5 29115",1454
"G29117","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29117",,,,,,,,"86000US29117",,,"ZCTA5 29117",1038,"ZCTA5 29117",503
"G29118","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29118",,,,,,,,"86000US29118",,,"ZCTA5 29118",17451,"ZCTA5 29118",1101
"G29122","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29122",,,,,,,,"86000US29122",,,"ZCTA5 29122",40,"ZCTA5 29122",32
"G29123","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29123",,,,,,,,"86000US29123",,,"ZCTA5 29123",8091,"ZCTA5 29123",847
"G29125","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29125",,,,,,,,"86000US29125",,,"ZCTA5 29125",2390,"ZCTA5 29125",462
"G29126","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29126",,,,,,,,"86000US29126",,,"ZCTA5 29126",1906,"ZCTA5 29126",323
"G29127","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29127",,,,,,,,"86000US29127",,,"ZCTA5 29127",8343,"ZCTA5 29127",721
"G29128","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29128",,,,,,,,"86000US29128",,,"ZCTA5 29128",5246,"ZCTA5 29128",657
"G29129","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"29129",,,,,,,,"86000US29129",,,"ZCTA5 29129",3324,"ZCTA5 29129",654
